Bus,MessageID,Message,MessageLength,Time
2,0x45a,0x5a008000000f0f0f,8,4.098705053329468
0,0x45a,0x5a008000000f0f0f,8,4.098743200302124
2,0x45a,0x5a008000000f0f0f,8,4.098932266235352
0,0x45a,0x5a008000000f0f0f,8,4.098936080932617
2,0x45a,0x5a008000000f0f0f,8,4.099182844161987
0,0x45a,0x5a008000000f0f0f,8,4.099186182022095
2,0x45a,0x5a008000000f0f0f,8,4.099459409713745
0,0x45a,0x5a008000000f0f0f,8,4.099462270736694
2,0x45a,0x5a008000000f0f0f,8,4.0998899936676025
0,0x45a,0x5a008000000f0f0f,8,4.099901437759399
2,0x45a,0x5a008000000f0f0f,8,4.100107431411743
0,0x45a,0x5a008000000f0f0f,8,4.100117444992065
2,0x45a,0x5a008000000f0f0f,8,4.100298643112183
0,0x45a,0x5a008000000f0f0f,8,4.100308895111084
2,0x45a,0x5a008000000f0f0f,8,4.100661754608154
0,0x45a,0x5a008000000f0f0f,8,4.100673675537109
2,0x45a,0x5a008000000f0f0f,8,4.100860595703125
0,0x45a,0x5a008000000f0f0f,8,4.1008641719818115
2,0x45a,0x5a008000000f0f0f,8,4.101100206375122
0,0x45a,0x5a008000000f0f0f,8,4.101104974746704
2,0x45a,0x5a008000000f0f0f,8,4.101352214813232
0,0x45a,0x5a008000000f0f0f,8,4.101457834243774
2,0x45a,0x5a008000000f0f0f,8,4.1015753746032715
0,0x45a,0x5a008000000f0f0f,8,4.101578712463379
2,0x45a,0x5a008000000f0f0f,8,4.101907968521118
0,0x45a,0x5a008000000f0f0f,8,4.101912260055542
2,0x45a,0x5a008000000f0f0f,8,4.102152347564697
0,0x45a,0x5a008000000f0f0f,8,4.102155447006226
2,0x45a,0x5a008000000f0f0f,8,4.102452993392944
0,0x45a,0x5a008000000f0f0f,8,4.102456092834473
2,0x45a,0x5a008000000f0f0f,8,4.102647066116333
0,0x45a,0x5a008000000f0f0f,8,4.102651834487915
2,0x45a,0x5a008000000f0f0f,8,4.102916717529297
0,0x45a,0x5a008000000f0f0f,8,4.1029229164123535
2,0x45a,0x5a008000000f0f0f,8,4.10319709777832
0,0x45a,0x5a008000000f0f0f,8,4.103201389312744
2,0x45a,0x5a008000000f0f0f,8,4.1034510135650635
0,0x45a,0x5a008000000f0f0f,8,4.103454351425171
2,0x45a,0x5a008000000f0f0f,8,4.103782415390015
0,0x45a,0x5a008000000f0f0f,8,4.1037867069244385
2,0x45a,0x5a008000000f0f0f,8,4.104032039642334
0,0x45a,0x5a008000000f0f0f,8,4.1040356159210205
2,0x45a,0x5a008000000f0f0f,8,4.1043860912323
0,0x45a,0x5a008000000f0f0f,8,4.104390859603882
2,0x45a,0x5a008000000f0f0f,8,4.104498863220215
0,0x45a,0x5a008000000f0f0f,8,4.104501962661743
2,0x45a,0x5a008000000f0f0f,8,4.104758977890015
0,0x45a,0x5a008000000f0f0f,8,4.104762077331543
2,0x45a,0x5a008000000f0f0f,8,4.104993104934692
0,0x45a,0x5a008000000f0f0f,8,4.105089902877808
2,0x45a,0x5a008000000f0f0f,8,4.105361223220825
0,0x45a,0x5a008000000f0f0f,8,4.105365991592407
2,0x45a,0x5a008000000f0f0f,8,4.105544090270996
0,0x45a,0x5a008000000f0f0f,8,4.105547189712524
2,0x45a,0x5a008000000f0f0f,8,4.105865240097046
0,0x45a,0x5a008000000f0f0f,8,4.105869770050049
2,0x45a,0x5a008000000f0f0f,8,4.106232643127441
0,0x45a,0x5a008000000f0f0f,8,4.106236696243286
2,0x45a,0x5a008000000f0f0f,8,4.106386423110962
0,0x45a,0x5a008000000f0f0f,8,4.10638952255249
2,0x45a,0x5a008000000f0f0f,8,4.1067328453063965
0,0x45a,0x5a008000000f0f0f,8,4.106737375259399
2,0x45a,0x5a008000000f0f0f,8,4.106916666030884
0,0x45a,0x5a008000000f0f0f,8,4.106920003890991
2,0x45a,0x5a008000000f0f0f,8,4.10714316368103
0,0x45a,0x5a008000000f0f0f,8,4.107146263122559
2,0x45a,0x5a008000000f0f0f,8,4.107485055923462
0,0x45a,0x5a008000000f0f0f,8,4.107489585876465
2,0x45a,0x5a008000000f0f0f,8,4.1076884269714355
0,0x45a,0x5a008000000f0f0f,8,4.107691526412964
2,0x45a,0x5a008000000f0f0f,8,4.107927560806274
0,0x45a,0x5a008000000f0f0f,8,4.108032703399658
2,0x45a,0x5a008000000f0f0f,8,4.108282566070557
0,0x45a,0x5a008000000f0f0f,8,4.10828709602356
2,0x45a,0x5a008000000f0f0f,8,4.1085638999938965
0,0x45a,0x5a008000000f0f0f,8,4.10856819152832
2,0x45a,0x5a008000000f0f0f,8,4.108768463134766
0,0x45a,0x5a008000000f0f0f,8,4.108771562576294
2,0x45a,0x5a008000000f0f0f,8,4.109035968780518
0,0x45a,0x5a008000000f0f0f,8,4.109039068222046
2,0x45a,0x5a008000000f0f0f,8,4.109281778335571
0,0x45a,0x5a008000000f0f0f,8,4.109286069869995
2,0x45a,0x5a008000000f0f0f,8,4.1095404624938965
0,0x45a,0x5a008000000f0f0f,8,4.109543800354004
2,0x45a,0x5a008000000f0f0f,8,4.109847068786621
0,0x45a,0x5a008000000f0f0f,8,4.109850168228149
2,0x45a,0x5a008000000f0f0f,8,4.110152006149292
0,0x45a,0x5a008000000f0f0f,8,4.110156059265137
2,0x45a,0x5a008000000f0f0f,8,4.110450029373169
0,0x45a,0x5a008000000f0f0f,8,4.110452890396118
2,0x45a,0x5a008000000f0f0f,8,4.110625982284546
0,0x45a,0x5a008000000f0f0f,8,4.110630035400391
2,0x45a,0x5a008000000f0f0f,8,4.110920429229736
0,0x45a,0x5a008000000f0f0f,8,4.110923767089844
2,0x45a,0x5a008000000f0f0f,8,4.111149072647095
0,0x45a,0x5a008000000f0f0f,8,4.111153841018677
2,0x45a,0x5a008000000f0f0f,8,4.111376047134399
0,0x45a,0x5a008000000f0f0f,8,4.111472845077515
2,0x45a,0x5a008000000f0f0f,8,4.111722946166992
0,0x45a,0x5a008000000f0f0f,8,4.111827373504639
2,0x45a,0x5a008000000f0f0f,8,4.111941814422607
0,0x45a,0x5a008000000f0f0f,8,4.111944675445557
2,0x45a,0x5a008000000f0f0f,8,4.112203121185303
0,0x45a,0x5a008000000f0f0f,8,4.112205982208252
2,0x45a,0x5a008000000f0f0f,8,4.112476348876953
0,0x45a,0x5a008000000f0f0f,8,4.112479209899902
2,0x45a,0x5a008000000f0f0f,8,4.1127824783325195
0,0x45a,0x5a008000000f0f0f,8,4.112786054611206
2,0x45a,0x5a008000000f0f0f,8,4.113072156906128
0,0x45a,0x5a008000000f0f0f,8,4.113075256347656
2,0x45a,0x5a008000000f0f0f,8,4.113256454467773
0,0x45a,0x5a008000000f0f0f,8,4.113259315490723
2,0x45a,0x5a008000000f0f0f,8,4.113535404205322
0,0x45a,0x5a008000000f0f0f,8,4.1135382652282715
2,0x45a,0x5a008000000f0f0f,8,4.113767147064209
0,0x45a,0x5a008000000f0f0f,8,4.1138715744018555
2,0x45a,0x5a008000000f0f0f,8,4.114096641540527
0,0x45a,0x5a008000000f0f0f,8,4.114100694656372
2,0x45a,0x5a008000000f0f0f,8,4.114392280578613
0,0x45a,0x5a008000000f0f0f,8,4.1143951416015625
2,0x45a,0x5a008000000f0f0f,8,4.114732503890991
0,0x45a,0x5a008000000f0f0f,8,4.114736795425415
2,0x45a,0x5a008000000f0f0f,8,4.1148340702056885
0,0x45a,0x5a008000000f0f0f,8,4.114933490753174
2,0x45a,0x5a008000000f0f0f,8,4.115118980407715
0,0x45a,0x5a008000000f0f0f,8,4.115122079849243
2,0x45a,0x5a008000000f0f0f,8,4.115444183349609
0,0x45a,0x5a008000000f0f0f,8,4.115448713302612
2,0x45a,0x5a008000000f0f0f,8,4.115692853927612
0,0x45a,0x5a008000000f0f0f,8,4.115695476531982
2,0x45a,0x5a008000000f0f0f,8,4.116032123565674
0,0x45a,0x5a008000000f0f0f,8,4.116037130355835
2,0x45a,0x5a008000000f0f0f,8,4.116228342056274
0,0x45a,0x5a008000000f0f0f,8,4.116231203079224
2,0x45a,0x5a008000000f0f0f,8,4.116476535797119
0,0x45a,0x5a008000000f0f0f,8,4.116479396820068
2,0x45a,0x5a008000000f0f0f,8,4.116763591766357
0,0x45a,0x5a008000000f0f0f,8,4.116766452789307
2,0x45a,0x5a008000000f0f0f,8,4.117006540298462
0,0x45a,0x5a008000000f0f0f,8,4.117009401321411
2,0x45a,0x5a008000000f0f0f,8,4.117232322692871
0,0x45a,0x5a008000000f0f0f,8,4.117382526397705
2,0x45a,0x5a008000000f0f0f,8,4.117575168609619
0,0x45a,0x5a008000000f0f0f,8,4.117579221725464
2,0x45a,0x5a008000000f0f0f,8,4.117843389511108
0,0x45a,0x5a008000000f0f0f,8,4.117846250534058
2,0x45a,0x5a008000000f0f0f,8,4.118139028549194
0,0x45a,0x5a008000000f0f0f,8,4.118143320083618
2,0x45a,0x5a008000000f0f0f,8,4.118386507034302
0,0x45a,0x5a008000000f0f0f,8,4.118389129638672
2,0x45a,0x5a008000000f0f0f,8,4.118582248687744
0,0x45a,0x5a008000000f0f0f,8,4.118586540222168
2,0x45a,0x5a008000000f0f0f,8,4.118902206420898
0,0x45a,0x5a008000000f0f0f,8,4.118905067443848
2,0x45a,0x5a008000000f0f0f,8,4.1191442012786865
0,0x45a,0x5a008000000f0f0f,8,4.119147062301636
2,0x45a,0x5a008000000f0f0f,8,4.11939263343811
0,0x45a,0x5a008000000f0f0f,8,4.11939549446106
2,0x45a,0x5a008000000f0f0f,8,4.119734048843384
0,0x45a,0x5a008000000f0f0f,8,4.119738578796387
2,0x45a,0x5a008000000f0f0f,8,4.119937419891357
0,0x45a,0x5a008000000f0f0f,8,4.119940519332886
2,0x45a,0x5a008000000f0f0f,8,4.1202051639556885
0,0x45a,0x5a008000000f0f0f,8,4.120208263397217
2,0x45a,0x5a008000000f0f0f,8,4.1204705238342285
0,0x45a,0x5a008000000f0f0f,8,4.120474815368652
2,0x45a,0x5a008000000f0f0f,8,4.120758771896362
0,0x45a,0x5a008000000f0f0f,8,4.1207616329193115
2,0x45a,0x5a008000000f0f0f,8,4.121018409729004
0,0x45a,0x5a008000000f0f0f,8,4.121022462844849
2,0x45a,0x5a008000000f0f0f,8,4.121218204498291
0,0x45a,0x5a008000000f0f0f,8,4.121377229690552
2,0x45a,0x5a008000000f0f0f,8,4.121478080749512
0,0x45a,0x5a008000000f0f0f,8,4.121582269668579
2,0x45a,0x5a008000000f0f0f,8,4.121857643127441
0,0x45a,0x5a008000000f0f0f,8,4.121860504150391
2,0x45a,0x5a008000000f0f0f,8,4.122035503387451
0,0x45a,0x5a008000000f0f0f,8,4.122038125991821
2,0x45a,0x5a008000000f0f0f,8,4.122371196746826
0,0x45a,0x5a008000000f0f0f,8,4.122375965118408
2,0x45a,0x5a008000000f0f0f,8,4.1225745677948
0,0x45a,0x5a008000000f0f0f,8,4.122577667236328
2,0x45a,0x5a008000000f0f0f,8,4.122907638549805
0,0x45a,0x5a008000000f0f0f,8,4.122910976409912
2,0x45a,0x5a008000000f0f0f,8,4.1231889724731445
0,0x45a,0x5a008000000f0f0f,8,4.123191833496094
2,0x45a,0x5a008000000f0f0f,8,4.123451471328735
0,0x45a,0x5a008000000f0f0f,8,4.123454332351685
2,0x45a,0x5a008000000f0f0f,8,4.123633623123169
0,0x45a,0x5a008000000f0f0f,8,4.123636484146118
2,0x45a,0x5a008000000f0f0f,8,4.123894214630127
0,0x45a,0x5a008000000f0f0f,8,4.123897075653076
2,0x45a,0x5a008000000f0f0f,8,4.124158620834351
0,0x45a,0x5a008000000f0f0f,8,4.1241614818573
2,0x45a,0x5a008000000f0f0f,8,4.124450445175171
0,0x45a,0x5a008000000f0f0f,8,4.124454736709595
2,0x45a,0x5a008000000f0f0f,8,4.124712705612183
0,0x45a,0x5a008000000f0f0f,8,4.124715566635132
2,0x45a,0x5a008000000f0f0f,8,4.125027894973755
0,0x45a,0x5a008000000f0f0f,8,4.125032424926758
2,0x45a,0x5a008000000f0f0f,8,4.12539267539978
0,0x45a,0x5a008000000f0f0f,8,4.125396966934204
2,0x45a,0x5a008000000f0f0f,8,4.1255059242248535
0,0x45a,0x5a008000000f0f0f,8,4.125509023666382
2,0x45a,0x5a008000000f0f0f,8,4.125768184661865
0,0x45a,0x5a008000000f0f0f,8,4.125771522521973
2,0x45a,0x5a008000000f0f0f,8,4.126054763793945
0,0x45a,0x5a008000000f0f0f,8,4.1260597705841064
2,0x45a,0x5a008000000f0f0f,8,4.126361131668091
0,0x45a,0x5a008000000f0f0f,8,4.126364469528198
2,0x45a,0x5a008000000f0f0f,8,4.126535415649414
0,0x45a,0x5a008000000f0f0f,8,4.126629590988159
2,0x45a,0x5a008000000f0f0f,8,4.126981019973755
0,0x45a,0x5a008000000f0f0f,8,4.126992702484131
2,0x45a,0x5a008000000f0f0f,8,4.127100706100464
0,0x45a,0x5a008000000f0f0f,8,4.1271045207977295
2,0x45a,0x5a008000000f0f0f,8,4.127403974533081
0,0x45a,0x5a008000000f0f0f,8,4.127408504486084
2,0x45a,0x5a008000000f0f0f,8,4.127658128738403
0,0x45a,0x5a008000000f0f0f,8,4.127661228179932
2,0x45a,0x5a008000000f0f0f,8,4.127949476242065
0,0x45a,0x5a008000000f0f0f,8,4.127954006195068
2,0x45a,0x5a008000000f0f0f,8,4.128132581710815
0,0x45a,0x5a008000000f0f0f,8,4.128272771835327
2,0x45a,0x5a008000000f0f0f,8,4.128459453582764
0,0x45a,0x5a008000000f0f0f,8,4.128462553024292
2,0x45a,0x5a008000000f0f0f,8,4.128759384155273
0,0x45a,0x5a008000000f0f0f,8,4.128762245178223
2,0x45a,0x5a008000000f0f0f,8,4.128963470458984
0,0x45a,0x5a008000000f0f0f,8,4.128966569900513
2,0x45a,0x5a008000000f0f0f,8,4.129218816757202
0,0x45a,0x5a008000000f0f0f,8,4.12922215461731
2,0x45a,0x5a008000000f0f0f,8,4.129478931427002
0,0x45a,0x5a008000000f0f0f,8,4.129482984542847
2,0x45a,0x5a008000000f0f0f,8,4.129721164703369
0,0x45a,0x5a008000000f0f0f,8,4.129820823669434
2,0x45a,0x5a008000000f0f0f,8,4.129987001419067
0,0x45a,0x5a008000000f0f0f,8,4.130093097686768
2,0x45a,0x5a008000000f0f0f,8,4.130361795425415
0,0x45a,0x5a008000000f0f0f,8,4.130364894866943
2,0x45a,0x5a008000000f0f0f,8,4.130539894104004
0,0x45a,0x5a008000000f0f0f,8,4.130543231964111
2,0x45a,0x5a008000000f0f0f,8,4.130830526351929
0,0x45a,0x5a008000000f0f0f,8,4.130833625793457
2,0x45a,0x5a008000000f0f0f,8,4.131144046783447
0,0x45a,0x5a008000000f0f0f,8,4.13114857673645
2,0x45a,0x5a008000000f0f0f,8,4.131388187408447
0,0x45a,0x5a008000000f0f0f,8,4.131391525268555
2,0x45a,0x5a008000000f0f0f,8,4.131643295288086
0,0x45a,0x5a008000000f0f0f,8,4.131646394729614
2,0x45a,0x5a008000000f0f0f,8,4.131922245025635
0,0x45a,0x5a008000000f0f0f,8,4.131925821304321
2,0x45a,0x5a008000000f0f0f,8,4.132201671600342
0,0x45a,0x5a008000000f0f0f,8,4.132205247879028
2,0x45a,0x5a008000000f0f0f,8,4.132378101348877
0,0x45a,0x5a008000000f0f0f,8,4.13248610496521
2,0x45a,0x5a008000000f0f0f,8,4.1326904296875
0,0x45a,0x5a008000000f0f0f,8,4.132694482803345
2,0x45a,0x5a008000000f0f0f,8,4.132949113845825
0,0x45a,0x5a008000000f0f0f,8,4.13295316696167
2,0x45a,0x5a008000000f0f0f,8,4.1331787109375
0,0x45a,0x5a008000000f0f0f,8,4.133352756500244
2,0x45a,0x5a008000000f0f0f,8,4.133466005325317
0,0x45a,0x5a008000000f0f0f,8,4.133469581604004
2,0x45a,0x5a008000000f0f0f,8,4.133779287338257
0,0x45a,0x5a008000000f0f0f,8,4.1337831020355225
2,0x45a,0x5a008000000f0f0f,8,4.134073257446289
0,0x45a,0x5a008000000f0f0f,8,4.134077310562134
2,0x45a,0x5a008000000f0f0f,8,4.13428521156311
0,0x45a,0x5a008000000f0f0f,8,4.134290456771851
2,0x45a,0x5a008000000f0f0f,8,4.134546518325806
0,0x45a,0x5a008000000f0f0f,8,4.134550333023071
2,0x46c,0x6c008000000f0f0f,8,4.135144233703613
0,0x46c,0x6c008000000f0f0f,8,4.135150909423828
2,0x45a,0x5a01800000000000,8,4.174752235412598
0,0x45a,0x5a01800000000000,8,4.174771308898926
2,0x46c,0x6c01800000000000,8,4.234933376312256
0,0x46c,0x6c01800000000000,8,4.234957695007324
2,0x45a,0x6c02000000000000,8,4.27449631690979
0,0x45a,0x6c02000000000000,8,4.274617671966553
2,0x3fc,0x00000000000004d0,8,4.360231637954712
0,0x3fc,0x00000000000004d0,8,4.360384702682495
2,0x620,0x1000000080260080,8,4.371178865432739
0,0x620,0x1000000080260080,8,4.371182203292847
2,0x46c,0x5a02000000000000,8,4.374746322631836
0,0x46c,0x5a02000000000000,8,4.374851226806641
2,0x622,0x1200000000000000,8,4.391282320022583
0,0x622,0x1200000000000000,8,4.391292095184326
2,0x610,0x2000006480fffd40,8,4.39607834815979
0,0x610,0x2000006480fffd40,8,4.396177530288696
2,0x623,0x1900800000f00000,8,4.401150226593018
0,0x623,0x1900800000f00000,8,4.401244163513184
2,0x3fc,0x00000000000004d0,8,4.411208152770996
0,0x3fc,0x00000000000004d0,8,4.411211967468262
2,0x624,0x1a00570049400000,8,4.411452293395996
0,0x624,0x1a00570049400000,8,4.411455869674683
2,0x611,0x2100001000005144,8,4.435100793838501
0,0x611,0x2100001000005144,8,4.435105562210083
2,0x614,0x2900fe00000013c8,8,4.447099208831787
0,0x614,0x2900fe00000013c8,8,4.4471025466918945
2,0x615,0x2a00708800004946,8,4.459056377410889
0,0x615,0x2a00708800004946,8,4.459143400192261
2,0x3fc,0x00000000008004d8,8,4.460179328918457
0,0x3fc,0x00000000008004d8,8,4.460182428359985
2,0x45a,0x6c02000000000000,8,4.474377870559692
0,0x45a,0x6c02000000000000,8,4.474484205245972
2,0x3fc,0x00000000000004e8,8,4.510207176208496
0,0x3fc,0x00000000000004e8,8,4.510215997695923
2,0x3fc,0x00000000000004d8,8,4.56016731262207
0,0x3fc,0x00000000000004d8,8,4.560360670089722
2,0x46c,0x5a02000000000000,8,4.569848537445068
0,0x46c,0x5a02000000000000,8,4.569855451583862
2,0x63b,0x16002e0a00000b60,8,4.585367441177368
0,0x63b,0x16002e0a00000b60,8,4.585373163223267
2,0x3fc,0x00000000000004c8,8,4.6111438274383545
0,0x3fc,0x00000000000004c8,8,4.611248970031738
2,0x3fc,0x00000000000004c0,8,4.660189628601074
0,0x3fc,0x00000000000004c0,8,4.6601996421813965
2,0x45a,0x6c02000000000000,8,4.664259672164917
0,0x45a,0x6c02000000000000,8,4.664263725280762
2,0x620,0x1000000080260080,8,4.671286344528198
0,0x620,0x1000000080260080,8,4.671289682388306
2,0x3fc,0x00000000000004d8,8,4.711236476898193
0,0x3fc,0x00000000000004d8,8,4.711241006851196
2,0x46c,0x5a02000000000000,8,4.759788751602173
0,0x46c,0x5a02000000000000,8,4.759795427322388
2,0x3fc,0x00000000000004e0,8,4.7601399421691895
0,0x3fc,0x00000000000004e0,8,4.76025128364563
2,0x3fc,0x00000000000004c0,8,4.81021523475647
0,0x3fc,0x00000000000004c0,8,4.810230493545532
2,0x45a,0x6c02000000000000,8,4.85417103767395
0,0x45a,0x6c02000000000000,8,4.854198932647705
2,0x3fc,0x00000000000004d8,8,4.860136270523071
0,0x3fc,0x00000000000004d8,8,4.860145568847656
2,0x610,0x2000006480fffd40,8,4.897081136703491
0,0x610,0x2000006480fffd40,8,4.897212505340576
2,0x3fc,0x00000000000004d0,8,4.911159992218018
0,0x3fc,0x00000000000004d0,8,4.911170482635498
2,0x46c,0x5a02000000000000,8,4.949665069580078
0,0x46c,0x5a02000000000000,8,4.949674129486084
2,0x3fc,0x00000000000004d0,8,4.960164308547974
0,0x3fc,0x00000000000004d0,8,4.960172653198242
2,0x620,0x1000000080260080,8,4.971120834350586
0,0x620,0x1000000080260080,8,4.971128225326538
2,0x3fc,0x00000000008004e0,8,5.010188817977905
0,0x3fc,0x00000000008004e0,8,5.010195255279541
2,0x45a,0x6c02000000000000,8,5.0440332889556885
0,0x45a,0x6c02000000000000,8,5.044284343719482
2,0x3fc,0x00000000000004d8,8,5.060169696807861
0,0x3fc,0x00000000000004d8,8,5.060180425643921
2,0x63b,0x16002e0a00000b64,8,5.0949625968933105
0,0x63b,0x16002e0a00000b64,8,5.094977855682373
2,0x3fc,0x00000000000004c8,8,5.110140085220337
0,0x3fc,0x00000000000004c8,8,5.110376596450806
2,0x46c,0x5a02000000000000,8,5.139649391174316
0,0x46c,0x5a02000000000000,8,5.139659404754639
2,0x3fc,0x00000000000004e0,8,5.160152435302734
0,0x3fc,0x00000000000004e0,8,5.160160541534424
2,0x3fc,0x00000000000004d8,8,5.211195945739746
0,0x3fc,0x00000000000004d8,8,5.211233854293823
2,0x45a,0x6c02000000000000,8,5.233964443206787
0,0x45a,0x6c02000000000000,8,5.233973264694214
2,0x3fc,0x00000000000004c0,8,5.26012659072876
0,0x3fc,0x00000000000004c0,8,5.260131597518921
2,0x620,0x1000000080260080,8,5.271106958389282
0,0x620,0x1000000080260080,8,5.271117687225342
2,0x3fc,0x00000000000004c0,8,5.3111231327056885
0,0x3fc,0x00000000000004c0,8,5.311133146286011
2,0x46c,0x5a02000000000000,8,5.329578399658203
0,0x46c,0x5a02000000000000,8,5.329708576202393
2,0x3fc,0x00000000000004d8,8,5.360126733779907
0,0x3fc,0x00000000000004d8,8,5.360147714614868
2,0x622,0x1200000000000000,8,5.3860883712768555
0,0x622,0x1200000000000000,8,5.386099338531494
2,0x610,0x2000006480fffd40,8,5.395142316818237
0,0x610,0x2000006480fffd40,8,5.395147323608398
2,0x623,0x1900800000f00000,8,5.396183013916016
0,0x623,0x1900800000f00000,8,5.396195888519287
2,0x624,0x1a00570049400000,8,5.406129360198975
0,0x624,0x1a00570049400000,8,5.406147003173828
2,0x3fc,0x00000000000004e0,8,5.4112091064453125
0,0x3fc,0x00000000000004e0,8,5.411217927932739
2,0x45a,0x6c02000000000000,8,5.4238221645355225
0,0x45a,0x6c02000000000000,8,5.423829793930054
2,0x611,0x2100001000005144,8,5.43416953086853
0,0x611,0x2100001000005144,8,5.434176683425903
2,0x614,0x2900fe00000013c8,8,5.446403503417969
0,0x614,0x2900fe00000013c8,8,5.446410417556763
2,0x3fc,0x00000000008004e0,8,5.4601149559021
0,0x3fc,0x00000000008004e0,8,5.460129499435425
2,0x3fc,0x00000000000004d8,8,5.511117935180664
0,0x3fc,0x00000000000004d8,8,5.511148691177368
2,0x46c,0x5a02000000000000,8,5.519588470458984
0,0x46c,0x5a02000000000000,8,5.5196123123168945
2,0x3fc,0x00000000000004c8,8,5.560081958770752
0,0x3fc,0x00000000000004c8,8,5.560103178024292
2,0x620,0x1000000080260080,8,5.571139812469482
0,0x620,0x1000000080260080,8,5.57114839553833
2,0x63b,0x16002e0a00000b69,8,5.604711532592773
0,0x63b,0x16002e0a00000b69,8,5.604727506637573
2,0x3fc,0x00000000000004d8,8,5.611076593399048
0,0x3fc,0x00000000000004d8,8,5.61108660697937
2,0x45a,0x6c02000000000000,8,5.613712787628174
0,0x45a,0x6c02000000000000,8,5.61371636390686
2,0x3fc,0x00000000000004d8,8,5.6600306034088135
0,0x3fc,0x00000000000004d8,8,5.660154342651367
2,0x46c,0x5a02000000000000,8,5.7095725536346436
0,0x46c,0x5a02000000000000,8,5.7095887660980225
2,0x3fc,0x00000000000004d0,8,5.7100441455841064
0,0x3fc,0x00000000000004d0,8,5.710158824920654
2,0x3fc,0x00000000000004d8,8,5.760025978088379
0,0x3fc,0x00000000000004d8,8,5.7600343227386475
2,0x45a,0x6c02000000000000,8,5.803564786911011
0,0x45a,0x6c02000000000000,8,5.803573131561279
2,0x3fc,0x00000000000004c8,8,5.8110198974609375
0,0x3fc,0x00000000000004c8,8,5.811120271682739
2,0x3fc,0x00000000000004d0,8,5.860050916671753
0,0x3fc,0x00000000000004d0,8,5.860055446624756
2,0x620,0x1000000080260080,8,5.871105670928955
0,0x620,0x1000000080260080,8,5.871109962463379
2,0x610,0x2000006480fffd40,8,5.896105766296387
0,0x610,0x2000006480fffd40,8,5.8961098194122314
2,0x46c,0x5a02000000000000,8,5.899612188339233
